"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Predicting the Correlation between Analog Behavioral Models and SPICE Circuits for robust SoC Verification","V. Sharma; G. Lakshmanan; S. Tare; S. Dhamankar","Texas Instruments Incorporated, vipin@ti.com; Texas Instruments Incorporated, glakshma@ti.com; Texas Instruments Incorporated, tare@ti.com; Texas Instruments Incorporated, sudhind@ti.com","2008 IEEE International Behavioral Modeling and Simulation Workshop","","2008","","","130","135","Behavioral modeling of analog circuits is widely advocated and accepted means to speedup mixed-signal SoC level simulations. The validity of these simulation results is contingent on the quality of behavioral models used. This paper presents a verification methodology to establish equivalence of analog behavioral model and the SPICE circuit being modeled. The proposed methodology employs SPICE-on-top co-simulation environment to simulate the behavioral model in the same SPICE testbench that is used for circuit characterization using SPICE simulations. Circuit characteristics/metrics of interest are defined and checkers are developed to measure them. Results from SPICE and co-simulation runs are compared using automated checkers in a regression environment. A dashboard is generated showing PASS/FAIL status for every metric giving an accurate measure of correlation between the SPICE circuit and the behavioral model. These models are leveraged to run thousands of simulations to predict system performance which is not possible using SPICE circuits. This methodology is currently being used at Texas Instruments, Inc. to accurately predict system performance of complex mixed signal products.","2160-3804;2160-3812","978-1-4244-2896","10.1109/BMAS.2008.4751254","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4751254","","Predictive models;SPICE;Robustness;Circuit simulation;Circuit testing;System performance;Instruments;Analog circuits;Computational modeling;Uncertainty","analogue circuits;mixed analogue-digital integrated circuits;SPICE;system-on-chip","behavioral modeling;analog circuits;SPICE circuit;regression;dashboard;mixed-signal SoC level simulations","","3","","10","","","","","","IEEE","IEEE Conferences"
"CityResolver: A Decision Support System for Conflict Resolution in Smart Cities","M. Ma; J. A. Stankovic; L. Feng","NA; NA; NA","2018 ACM/IEEE 9th International Conference on Cyber-Physical Systems (ICCPS)","","2018","","","55","64","Resolution of conflicts across services in smart cities is an important yet challenging problem. We present CityResolver – a decision support system for conflict resolution in smart cities. CityResolver uses an Integer Linear Programming based method to generate a small set of resolution options, and a Signal Temporal Logic based verification approach to compute these resolution options' impact on city performance. The trade-offs between resolution options are shown in a dashboard to support decision makers in selecting the best resolution. We demonstrate the effectiveness of CityResolver by comparing the performance with two baselines: a smart city without conflict resolution, and CityGuard which uses a priority rule-based conflict resolution. Experimental results show that CityResolver can reduce the number of requirement violations and improve the city performance significantly.","","978-1-5386-5301-2978-1-5386-5302","10.1109/ICCPS.2018.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8443721","Conflict Resolution;Safety and Performance Requirements;Signal Temporal Logic;Smart City;Smart Services","Smart cities;Signal resolution;Decision support systems;Safety;Noise level;Uncertainty","","","","","","","","","","","","IEEE","IEEE Conferences"
"A web-based Information Security Management Toolbox for small-to-medium enterprises in Southern Africa","J. Coertze; J. van Niekerk; R. von Solms","School of Information Technology, Nelson Mandela Metropolitan University, Port Elizabeth, South Africa; School of Information Technology, Nelson Mandela Metropolitan University, Port Elizabeth, South Africa; School of Information Technology, Nelson Mandela Metropolitan University, Port Elizabeth, South Africa","2011 Information Security for South Africa","","2011","","","1","8","Many small-to-medium sized enterprises are finding it extremely difficult to implement proper information security governance due to cost implications. Due to this lack of resources, small enterprises are experiencing challenges in drafting information security policies as well as monitoring their implementation and compliance levels. This problem can be alleviated by means of a cost effective ”dashboard system” and automated policy generation tool. This paper will critically evaluate an existing policy generation tool, known as the Information Security Management Toolbox, and will propose improvements to this existing system based on changes in both information security standards and business needs, since the development of the original system.","2330-9881","978-1-4577-1483-2978-1-4577-1481-8978-1-4577-1482","10.1109/ISSA.2011.6027515","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6027515","computer security;automation;computer software;information security;corporate governance;enterprise security;IT governance;managing information security;methodologies for securing small/medium size enterprises;security policy and procedures","Information security;Organizations;Standards organizations;Guidelines;Information technology","security of data;small-to-medium enterprises","Web-based information security management toolbox;small-to-medium enterprises;Southern Africa;information security policies;dashboard system;automated policy generation tool;information security standards;business needs","","1","","20","","","","","","IEEE","IEEE Conferences"
"CLEAN: From Limbo to LIMS","V. Di Bernardo; E. Martin","NA; NA","2012 19th Biennial University/Government/Industry, Micro/Nano Symposium (UGIM)","","2012","","","1","3","In the late 1990s Dr. Alan McLelland of the Institute of Biochemistry, Royal Infirmary, Glasgow highlighted the multi-faceted nature of a LIMS (Laboratory Information Management System) by pointing out how it is perceived by an analyst, a laboratory manager, an information systems manager, and an accountant, ""all of them correct, but each of them limited by the users' own perceptions."" [1] At Harvard's CNS the daily conflict between these different points of view gave birth to our own version of a LIMS: CLEAN (CNS Lab Equipment Access Network). The Center for Nanoscale systems operates shared facilities for cleanroom fabrication, imaging, and materials synthesis. Over the past seven years, CLEAN has gone through several transformations until it reached the current configuration, one of a web-based, centralized instrument access management system capable of enforcing scheduling policies, logging equipment usage reports, flagging no-show events, generating invoices, tracking user training, providing real-time dashboards and more. But even this definition does not completely cover what CLEAN does for CNS' people and users every day.","2375-5350;0749-6877;0749-6877","978-1-4577-1752-9978-1-4577-1751-2978-1-4577-1750","10.1109/UGIM.2012.6247076","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6247076","","Training;Laboratories;Educational institutions;Instruments;Databases;Nanoscale devices;Real time systems","computerised instrumentation;information systems;Internet;laboratories","CLEAN;Limbo;LIMS;laboratory information management system;laboratory manager;information systems manager;CNS lab equipment access network;cleanroom fabrication;materials synthesis;Web-based centralized instrument access management system;scheduling policies;equipment usage reports;no-show events flagging;user training;real-time dashboards","","","","1","","","","","","IEEE","IEEE Conferences"
"Customised Data Dashboard for Contact Centres by Focussing on Customer Identification","M. Saberi; E. Chang; M. Saffari; O. Khadeer Hussain","NA; NA; NA; NA","2018 IEEE 15th International Conference on e-Business Engineering (ICEBE)","","2018","","","153","157","The main touch point of any organisation is its Contact Centre (CC) where about seventy percent of all customer interactions are handled. The first task of these centres is customer recognition. Wrong identification leads to customer dissatisfaction, which consequently affects Customer Service Representatives' (CSRs) emotions. CSR fatigue is a known problem in CCs and one of their main issues is the high rate of CSR attrition. Therefore, CSRs need good support such as having the required valuable information within CCs along with advanced data analytic tools and techniques that make their job of customer identification more efficient. In this paper, we propose a customised Customer Identification (ID) dashboard that provides a summary of customers' profiles to the CSRs. We propose a heuristic algorithm which measures the difficulty of customer identification based on his/her name. This information allows the CSR to know beforehand how much effort is required to ensure that the customer is identified as quickly as possible.","","978-1-5386-7992-0978-1-5386-7993","10.1109/ICEBE.2018.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8592643","Contact centres, Customer service representative;Customer common name","Heuristic algorithms;Random variables;Tools;Human computer interaction;Measurement;Communication channels;Telephone sets","","","","","","16","","","","","","IEEE","IEEE Conferences"
"Data Mining Meets the Needs of Disaster Information Management","L. Zheng; C. Shen; L. Tang; C. Zeng; T. Li; S. Luis; S. Chen","School of Computing and Information Sciences, Florida International University, Miami, FL, USA; School of Computing and Information Sciences, Florida International University, Miami, FL, USA; School of Computing and Information Sciences, Florida International University, Miami, FL, USA; School of Computing and Information Sciences, Florida International University, Miami, FL, USA; School of Computing and Information Sciences, Florida International University, Miami, FL, USA; School of Computing and Information Sciences, Florida International University, Miami, FL, USA; School of Computing and Information Sciences, Florida International University, Miami, FL, USA","IEEE Transactions on Human-Machine Systems","","2013","43","5","451","464","Techniques to efficiently discover, collect, organize, search, and disseminate real-time disaster information have become national priorities for efficient crisis management and disaster recovery tasks. We have developed techniques to facilitate information sharing and collaboration between both private and public sector participants for major disaster recovery planning and management. We have designed and implemented two parallel systems: a web-based prototype of a Business Continuity Information Network system and an All-Hazard Disaster Situation Browser system that run on mobile devices. Data mining and information retrieval techniques help impacted communities better understand the current disaster situation and how the community is recovering. Specifically, information extraction integrates the input data from different sources; report summarization techniques generate brief reviews from a large collection of reports at different granularities; probabilistic models support dynamically generating query forms and information dashboard based on user feedback; and community generation and user recommendation techniques are adapted to help users identify potential contacts for report sharing and community organization. User studies with more than 200 participants from EOC personnel and companies demonstrate that our systems are very useful to gain insights about the disaster situation and for making decisions.","2168-2291;2168-2305","","10.1109/THMS.2013.2281762","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6620935","Data mining;disaster information management;dynamic query form;hierarchical summarization;user recommendation","Information management;Data mining;Real time systems;Information retrieval;Disaster management;Contingency management","business continuity;data mining;emergency management;information retrieval;Internet;probability;recommender systems","data mining;disaster information management;real-time disaster information;crisis management;disaster recovery tasks;public sector participants;private sector participants;disaster recovery planning;Web-based prototype;business continuity information network system;all-hazard disaster situation browser system;mobile devices;information retrieval techniques;information extraction;report summarization techniques;probabilistic models;query forms;information dashboard;user feedback;community generation;user recommendation techniques;EOC personnel","","24","","43","","","","","","IEEE","IEEE Journals & Magazines"
"An IEEE 1588 Performance Testing Dashboard for Power Industry requirements","J. Amelot; Y. Li-Baboud; C. Vasseur; J. Fletcher; D. Anand; J. Moyne","Software and Systems Division, Information Technology Laboratory, National Institute of Standards and Technology, Gaithersburg, MD USA; Software and Systems Division, Information Technology Laboratory, National Institute of Standards and Technology, Gaithersburg, MD USA; Software and Systems Division, Information Technology Laboratory, National Institute of Standards and Technology, Gaithersburg, MD USA; Engineering Research Center for Reconfigurable Manufacturing Systems, University of Michigan, Ann Arbor, USA; Engineering Research Center for Reconfigurable Manufacturing Systems, University of Michigan, Ann Arbor, USA; Engineering Research Center for Reconfigurable Manufacturing Systems, University of Michigan, Ann Arbor, USA","2011 IEEE International Symposium on Precision Clock Synchronization for Measurement, Control and Communication","","2011","","","132","137","The numerous time synchronization performance requirements in the Smart Grid necessitates a set of common metrics and test methods. The test methods help to verify the ability of the network system and its components to meet the power industry's accuracy, reliability and interoperability criteria for next-generation substations. In order to develop viable metrics and test methods, an IEEE 1588 Testbed for the power industry has been established. To ease the challenges of testing, monitoring and analysis of the results, a software-based testing dashboard was designed and implemented. The dashboard streamlines the performance testing process by converging multiple tests for accuracy, reliability and interoperability into a centralized interface. The dashboard enables real-time visualization and analysis of the results. The paper details the design and implementation of the IEEE 1588 Power Industry Performance Testing Dashboard as well as an update of the preliminary findings from the testbed.","1949-0313;1949-0305;1949-0305","978-1-61284-893-8978-1-61284-893-8978-1-61284-892","10.1109/ISPCS.2011.6070157","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6070157","IEEE 1588;time synchronization;test methods;conformance testing;PMU","Switches;Synchronization;Robustness;Time frequency analysis;Power industry;Frequency synchronization","open systems;power engineering computing;power generation reliability;smart power grids;substations;synchronisation","power industry performance testing dashboard;IEEE 1588;time synchronization;smart grid;reliability;interoperability;next-generation substations;software-based testing dashboard;dashboard streamlines","","7","","15","","","","","","IEEE","IEEE Conferences"
"Big data solution for Sri Lankan development: A case study from travel and tourism","R. Irudeen; S. Samaraweera","Database Competency Excellence Group Virtusa (Pvt) Ltd Colombo 09, Sri Lanka; Database Competency Excellence Group Virtusa (Pvt) Ltd Colombo 09, Sri Lanka","2013 International Conference on Advances in ICT for Emerging Regions (ICTer)","","2013","","","207","216","In this paper, the key aim is to provide conceptual, technical solution design to implement a supportive dashboard which integrates with Big Data indicators and online transaction processing (OLTP) systems. The proposed solution is mainly focusing on a case study of Travel and Tourism industry in Sri Lanka. We carried out in-depth analysis to identify the necessity of a dashboard and examine significant challenges need to consider when designing the solution. Moreover, we evaluate suitable big data technologies for implementation and Hadoop, Hbase, MapReduce has been proposed. Centralized repository for user Meta data, Contextual Search, Early Warning Alerts, Index Indicators, Analytic tool and Reports, Marketing campaign optimization, Link with social media features, Sales and marketing forecasting are main dashboard features that has been designed based on the requirements. Our results attest importance of Index indicators, one of the major functionality which is built-in to dashboard. In this work, we present a detailed analysis of a total efficiency index using four indexing strategies of varying complexity including Visit Index, Wealth Index, Health Index, and Lifestyle Index. We conclude by designing an open architecture, that can track and leverage data on the behavior of tourist via a dashboard which consider trends, to make better decisions, reduce risks and drive personal tourist experiences.","","978-1-4799-1276-6978-1-4799-1275","10.1109/ICTer.2013.6761180","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6761180","Big Data;MapReduce;Hadoop;Hbase;Dashboard;Apache Sqoop;Apache Mahout","Information management;Data handling;Data storage systems;Indexes;Industries","Big Data;data mining;travel industry","big data solution;Sri Lankan development;online transaction processing systems;OLTP systems;tourism industry;travel industry;meta data;contextual search;early warning alerts;Index Indicators;marketing campaign optimization;social media features;indexing strategies;visit index;wealth index;health index;lifestyle index;personal tourist experiences","","6","","46","","","","","","IEEE","IEEE Conferences"
"Monitoring the citizens' perception on urban security in Smart City environments","L. Cagliero; T. Cerquitelli; S. Chiusano; P. Garino; M. Nardone; B. Pralio; L. Venturini","Dipartimento di Automatica e Informatica Politecnico di Torino, Italy; Dipartimento di Automatica e Informatica Politecnico di Torino, Italy; Dipartimento di Automatica e Informatica Politecnico di Torino, Italy; Telecom Italia S.p.A., Torino, Italy; Dipartimento di Automatica e Informatica Politecnico di Torino, Italy; Fondazione Torino Wireless, Italy; Dipartimento di Automatica e Informatica Politecnico di Torino, Italy","2015 31st IEEE International Conference on Data Engineering Workshops","","2015","","","112","116","Sensing the perception of citizens on urban security is a key point in Smart City management. To address non-emergency issues municipalities commonly acquire citizens' reports and then analyze them offline to perform targeted actions. However, since non-emergency data potentially scale towards Big Data there is a need for open standards and technologies to enable data mining and Business Intelligence analyses. The paper presents an integrated data mining and Business Intelligence architecture, relying on open technologies, for the analysis of non-emergency open data acquired in a Smart City context. Non-emergency data are first enriched with additional information related to the context of the warning reports and then analyzed offline to generate (i) informative dashboards based on a selection of Key Performance Indicators (KPIs), and (iii) association rules representing implications between warning categories and contextual information (e.g., city areas, districts, time slots). KPIs and rules are exploited to selectively notify to municipality actors (assessors, area operators) potentially critical situations, according to their role and authority. The experiments demonstrate the effectiveness of the proposed approach in a real Smart City context.","","978-1-4799-8442","10.1109/ICDEW.2015.7129559","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7129559","","Cities and towns;Association rules;Context;Security;Business;Itemsets","data analysis;data mining;security of data;smart cities;town and country planning","citizen perception monitoring;urban security;Smart City environment;Smart City management;municipalities;citizen reports;Big Data;data mining;business intelligence analysis;nonemergency open data analysis;informative dashboards;key performance indicators;KPI selection;association rules","","3","","21","","","","","","IEEE","IEEE Conferences"
"Monitoring, control and performance analysis of a process through wireless network","B. Sharmila; P. Swapna","Electronics and Instrumentation Engineering, Sri Ramakrishna engineering College, Coimbatore, Tamilnadu, India; Control and Instrumentation Engineering, Sri Ramakrishna engineering College, Coimbatore, Tamilnadu, India","2016 IEEE International Conference on Control and Robotics Engineering (ICCRE)","","2016","","","1","6","Wireless Network Control System (WNCS) has received considerable attention with advances in control and communication technologies. This paper presents the stability analysis of real time PI controller design and Smith Predictor control strategy for the compensation of assumed delay in the plant. Mathematical modelling of the plant is obtained and the parameter estimation of the traditional controller design is obtained by IMC tuning relationship which is a comprehensive model-based design method. Real time laboratory test demonstrates the mobile based wireless control of the plant with the help of the application Data Dashboard for LabVIEW that enables the creation of custom user interface that can monitor and control LabVIEW applications remotely. Comparative chart for the performance of the plant with and without wireless network for the various control designs is also made.","","978-1-5090-0832-2978-1-5090-0831","10.1109/ICCRE.2016.7476142","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7476142","Dashboard;LabVIEW;PI;Pressure Process Analyser;Smith Predictor;Wireless Network Control System","Process control;Control systems;Wireless networks;Mathematical model;Mobile communication;Monitoring;Delays","control engineering computing;delays;mobile computing;networked control systems;PI control;process control;process monitoring;radio networks;stability;telecontrol;user interfaces;virtual instrumentation","plant performance;custom user interface creation;LabVIEW;data dashboard;mobile based wireless control;model-based design method;IMC tuning relationship;controller design;parameter estimation;mathematical modelling;Smith predictor control strategy;real time PI controller design;stability analysis;WNCS;wireless network control system;process monitoring;process control;process performance analysis","","1","","16","","","","","","IEEE","IEEE Conferences"
"Accelerating Analytics for Clinical Pathways to Drive Cost Reduction and Quality Improvement","J. McGlothlin","NA","2018 IEEE International Conference on Information Reuse and Integration (IRI)","","2018","","","426","435","Healthcare systems in the United States are under extreme pressure to simultaneously lower costs and improve patient outcomes. There is no global approach to achieve this. Instead, the most successful methodology is to establish quality standards of care and protocols specific to each acute disease. The challenge with this approach is that there is significant level of effort and time required to design and develop each protocol, adjust workflows, gather and aggregate the data and create analytics dashboards to monitor performance and drive improvement. We have found that it takes twelve weeks or more to extract the data and develop the analytics dashboards for a clinical pathway for one disease. This is an extremely worthwhile exercise which we have performed for high-volume and high-risk disease cohorts, but it is simply untenable to do this for all acute diseases. In this project, we provide a solution to accelerate the creation of clinical pathways, acute disease metrics and analytics dashboards. We use data analysis and upfront data processing, producing a solution that is data-driven rather than tool-driven. This solution allows us to create acute care quality programs and analytics dashboards more rapidly with less work effort. Additionally, we can use the same data analysis to help define better programs, rather than simply measure pre-defined protocol metrics.","","978-1-5386-2659-7978-1-5386-2660","10.1109/IRI.2018.00069","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424740","healthcare informatics;business intelligence;data warehousing;visualizations;industry experience;patient quality;supervised learning","Diseases;Hospitals;Measurement;Protocols;Medical diagnostic imaging","cost reduction;data aggregation;data analysis;diseases;health care;medical administrative data processing;patient diagnosis","acute care quality programs;analytics dashboards;data analysis;clinical pathway;healthcare systems;United States;patient outcomes;acute disease metrics;data processing;cost reduction;quality improvement;high risk disease cohorts;high volume disease cohorts;pre defined protocol metrics","","","","48","","","","","","IEEE","IEEE Conferences"
"Architecture to Enable Dual Reality for Smart Environments","G. Kahl; C. Bürckert","NA; NA","2012 Eighth International Conference on Intelligent Environments","","2012","","","42","49","In this paper, we describe an architecture that brings the Dual Reality paradigm into intelligent environments also referred to as smart spaces. This architecture aims at enhancing the development of already existing and of new (or future) assistance systems for these smart spaces including the possibility for pre-testing without installing them in the real environment. All information, either really sensed or simulated, can be transmitted in real time from the intelligent environment to a corresponding virtual representation reflecting the real world and vice versa based on an event-based communication infrastructure. Users can interact with the virtual model using a dashboard-like visualization, which also offers the possibility to run simulators and other services that are probably not yet installed in the smart space. The advantages of both worlds can be used to enrich assistance systems and to improve the adaptation of these systems taking the current context into account. We describe a smart space running this new infrastructure. In this instrumented shopping environment, all sensors and actuators can communicate with each other using the event-based infrastructure. Besides that, all data is also transmitted to a Management Dashboard and visualized adequately. In this dashboard-like visualization, a store manager can access all data sensed in the environment and control some installed actuators. We describe briefly how this infrastructure can be used for testing a price tag framework, which offers the ability to generate images that can be transferred to and displayed at electronic shelf labels. Before installing this service in the real environment, the testing is performed in the virtual model using data from the real world. After a successful test phase, the service can be established in the smart shopping environment with very little effort.","","978-1-4673-2093-1978-0-7695-4741","10.1109/IE.2012.9","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6258501","Event-based Communication Infrastructure;Management Dashboard;Dual Reality;3D Visualization","Databases;Synchronization;Intelligent sensors;Servers;Visualization;Java","data visualisation;image processing;retail data processing;virtual reality","dual reality architecture;smart environments;intelligent environments;smart spaces;assistance systems;pretesting;real environment;virtual representation;event-based communication infrastructure;virtual model;dashboard-like visualization;systems adaptation;instrumented shopping environment;sensors;actuators;management dashboard;store manager;data access;price tag framework;image generation;electronic shelf labels","","1","","15","","","","","","IEEE","IEEE Conferences"
"A framework for analyzing and developing dashboard templates for small and medium enterprises","W. Noonpakdee; T. Khunkornsiri; A. Phothichai; K. Danaisawat","College of Innovation, Thammasat University, Bangkok, Thailand; College of Innovation, Thammasat University, Bangkok, Thailand; Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand; IT Department, IT Survive Company, Bangkok, Thailand","2018 5th International Conference on Industrial Engineering and Applications (ICIEA)","","2018","","","479","483","This research proposes a framework for analyzing and developing dashboard templates for small and medium enterprises (SMEs) in order to analyze and visualize data effectively. The research focuses on sale templates because sale is a basic and significant function, and the implementation would be easy for SME users to understand. According to the analysis, the framework comprises four main components which are event/business operation, attribute list, visualization, and dashboard capabilities. The templates are employed by 40 SMEs for 6-9 months. The evaluation of the templates and possible improvements are studied together with benefits and challenges.","","978-1-5386-5748-5978-1-5386-5747-8978-1-5386-5746-1978-1-5386-5749","10.1109/IEA.2018.8387148","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387148","Dashboard design;Business intelligence;Small and medium enterprise;SME","Data visualization;Business intelligence;Layout;Electronic mail;Tools;Companies","data visualisation;small-to-medium enterprises","sale templates;dashboard capabilities;dashboard templates;data visualisation;SMEs;small and medium enterprises","","","","21","","","","","","IEEE","IEEE Conferences"
"Keshif: Rapid and Expressive Tabular Data Exploration for Novices","M. A. Yalçın; N. Elmqvist; B. B. Bederson","University of Maryland, College Park, MD; University of Maryland, College Park, MD; University of Maryland, College Park, MD","IEEE Transactions on Visualization and Computer Graphics","","2018","24","8","2339","2352","General purpose graphical interfaces for data exploration are typically based on manual visualization and interaction specifications. While designing manual specification can be very expressive, it demands high efforts to make effective decisions, therefore reducing exploratory speed. Instead, principled automated designs can increase exploratory speed, decrease learning efforts, help avoid ineffective decisions, and therefore better support data analytics novices. Towards these goals, we present Keshif, a new systematic design for tabular data exploration. To summarize a given dataset, Keshif aggregates records by value within attribute summaries, and visualizes aggregate characteristics using a consistent design based on data types. To reveal data distribution details, Keshif features three complementary linked selections: highlighting, filtering, and comparison. Keshif further increases expressiveness through aggregate metrics, absolute/part-of scale modes, calculated attributes, and saved selections, all working in synchrony. Its automated design approach also simplifies authoring of dashboards composed of summaries and individual records from raw data using fluid interaction. We show examples selected from 160+ datasets from diverse domains. Our study with novices shows that after exploring raw data for 15 minutes, our participants reached close to 30 data insights on average, comparable to other studies with skilled users using more complex tools.","1077-2626;1941-0506;2160-9306","","10.1109/TVCG.2017.2723393","National Socio-Environmental Synthesis Center (SESYNC); U.S. National Science Foundation; National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7968338","Interactive data exploration and discovery;data visualization;data exploration;graphical user interfaces;interaction;design;user-centered design","Data visualization;Visualization;Data analysis;Aggregates;Data models;Encoding","data analysis;data handling;data visualisation;graphical user interfaces","learning efforts;systematic design;attribute summaries;data types;data distribution details;aggregate metrics;absolute/part-of scale modes;automated design approach;fluid interaction;data analytics novices;tabular data exploration;record aggregation;time 15.0 min","","","","41","","","","","","IEEE","IEEE Journals & Magazines"
"Data centre temperature monitoring with ESP8266 based Wireless Sensor Network and cloud based dashboard with real time alert system","S. Saha; A. Majumdar","Dept. of Electronics and Communication Engineering, RCC Institute of Information Technology, Kolkata, India; Former Head of State e-Governance Mission Team (SeMT), Tripura, National Institute for Smart Government (NISG), India","2017 Devices for Integrated Circuit (DevIC)","","2017","","","307","310","The Internet of Things (IoT) system proposed in this paper is an advanced solution for monitoring the temperature at different points of location in a data centre, making this temperature data visible over internet through cloud based dashboard and sending SMS and email alerts to predefined recipients when temperature rises above the safe operating zone and reaches certain high values. This helps the datacenter management team to take immediate action to rectify this temperature deviation. Also this can be monitored from anywhere anytime over online dashboard by the senior level professionals who are not present in the data centre at any point in time. This Wireless Sensor Network (WSN) based monitoring system consists of temperature sensors, ESP8266 and Wi-Fi router. ESP8266 is a low power, highly integrated Wi-Fi solution from Espress if. The ESP8266 here, in this prototype, connects to `Ubidots' cloud through its API for posting temperature data to the cloud dashboard on real time and the cloud event management system generates alerts whenever the high temperature alert event is fired. Cloud events need to be configured for different alerts beforehand through the user friendly user interface of the platform. It's to be noted that the sensor used here can be leveraged to monitor the relative humidity of the data center environment as well along with the temperature of the data center. But for this prototype solution focus is kept entirely on the temperature monitoring.","","978-1-5090-4724-6978-1-5090-4725","10.1109/DEVIC.2017.8073958","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8073958","IoT;Internet of Things;WSN;Wireless Sensor Network;Data Centre;Sensor;Cloud;ESP8266;Data Center;Arduino IDE;cloud based event management system;DHT 11;DHT 22;Real time dashboard;Environmental monitoring","Temperature sensors;Cloud computing;Temperature measurement;Temperature distribution;Monitoring;Wireless sensor networks;Wireless fidelity","cloud computing;computer centres;Internet of Things;power aware computing;temperature sensors;user interfaces;wireless LAN;wireless sensor networks","cloud events;data center environment;data centre temperature monitoring;ESP8266;Wireless Sensor Network;cloud based dashboard;temperature data;safe operating zone;datacenter management team;temperature deviation;online dashboard;temperature sensors;Wi-Fi router;cloud dashboard;cloud event management system;high temperature alert event;real time alert system;Internet of Things system;Ubidots cloud;user interface;relative humidity monitoring","","4","","10","","","","","","IEEE","IEEE Conferences"
"Data visualization techniques for real-time information — A custom and dynamic dashboard for analyzing surveys' results","R. Toasa; M. Maximiano; C. Reis; D. Guevara","Computer Science and Communication Research Centre (CIIC), Polytechnic Institute of Leiria, Portugal; Computer Science and Communication Research Centre (CIIC), Polytechnic Institute of Leiria, Portugal; Computer Science and Communication Research Centre (CIIC), Polytechnic Institute of Leiria, Portugal; Facultad de Ingenieria en Sistemas, Electronica e Industrial, Universidad Tecnica de Ambato, Ecuador","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","","2018","","","1","7","To achieve the most understandable and accurate display of information, a study on the available techniques of data visualization for real-time information must be made. Customizing existing platforms and designing specific boards, are among the important task to perform an accurate visualization of the information. In this paper, we conduct a literature review of data visualization, its techniques and existing dashboard platforms. We implemented a generic and dynamic dashboard based on real-time information with the aim to assess the impact of the available Data Visualization Techniques in the developed dashboard. Therefore, our Dashboard users will be able to interact with the information, based on an initial set of hints, charts, tables and reports, produced by the Dashboard itself. This will allow us to test an existing set of data visualization techniques and create a new tailored dashboard, showing that dashboards can become a unique and powerful means to provide information.","","978-989-98434-8-6978-1-5386-4885","10.23919/CISTI.2018.8398641","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8398641","Data visualization techniques;dashboard;real-time information;platform;tailored","Data visualization;Visualization;Tools;Business;Real-time systems;Correlation;Mobile handsets","data visualisation","generic dashboard;dynamic dashboard;real-time information;Dashboard users;tailored dashboard;accurate visualization;data visualization techniques;dashboard platforms;board designing","","","","32","","","","","","IEEE","IEEE Conferences"
