Authors,Title,Year,Source title,DOI,Link,Document Type,Source
"Tejaswin P., Kumar R., Gupta S.","Tweeting traffic: Analyzing twitter for generating real-time city traffic insights and predictions",2015,"ACM International Conference Proceeding Series","10.1145/2778865.2778874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988702937&doi=10.1145%2f2778865.2778874&partnerID=40&md5=9a17d14cb04975a1e5d874468405be62",Conference Paper,Scopus
"Djatna T., Dharma Yoga Santosa I.B.","A real time mission-critical business intelligence for development of mixture composition on aromatherapy product based on customer personality type",2015,"Proceedings - 2014 6th International Conference on Information Technology and Electrical Engineering: Leveraging Research and Technology Through University-Industry Collaboration, ICITEE 2014","10.1109/ICITEED.2014.7006990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922774364&doi=10.1109%2fICITEED.2014.7006990&partnerID=40&md5=8bf84ce59b8555ce1960dd52fe6ee258",Conference Paper,Scopus
"Balkan S., Demirkan H.","Teaching predictive model management in MIS classrooms: A tutorial",2015,"Communications of the Association for Information Systems",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942868037&partnerID=40&md5=c0247dbadc5cf606e38eb841e7640d24",Article,Scopus
"Sangeeta S., Malarvizhi V.","Dashboard to show key metrics for teams following agile methodology",2015,"International Journal of Applied Engineering Research",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937912768&partnerID=40&md5=97a944bf97f4794a898455a4f2061de3",Article,Scopus
"Michelsen T., Grawunder M., Geesen D., Appelrath H.-J.","Demo: Dynamic generation of adaptive real-time dashboards for continuous data stream processing",2015,"Lecture Notes in Business Information Processing","10.1007/978-3-662-46839-5_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942600340&doi=10.1007%2f978-3-662-46839-5_13&partnerID=40&md5=01b9bf4b8c861c816392da0676fd44d6",Conference Paper,Scopus
"Krishna N., Saeed K., Xu D.","Design and evaluation of a network-monitoring system",2015,"2015 International Conference on Information Systems: Exploring the Information Frontier, ICIS 2015",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964689451&partnerID=40&md5=a82365d8f44bb1fad6a4ecf5e3d38632",Conference Paper,Scopus
"Cagliero L., Cerquitelli T., Chiusano S., Garino P., Nardone M., Pralio B., Venturini L.","Monitoring the citizens' perception on urban security in Smart City environments",2015,"Proceedings - International Conference on Data Engineering","10.1109/ICDEW.2015.7129559","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944314484&doi=10.1109%2fICDEW.2015.7129559&partnerID=40&md5=99c6614a19fd6649245019291b00f758",Conference Paper,Scopus
"Grinchak A., Davletkhanova O., Mykolaichuk Y.","Development of information technology for operational control of agricultural production",2015,"Eastern-European Journal of Enterprise Technologies","10.15587/1729-4061.2016.65476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994052092&doi=10.15587%2f1729-4061.2016.65476&partnerID=40&md5=8f2cd330a8366169f8e7a39db6ab4797",Article,Scopus
"Radovanovic S., Majstorovic B., Kukolj S., Bjelica M.Z.","Device Cloud platform with customizable Remote User Interfaces",2015,"IEEE International Conference on Consumer Electronics - Berlin, ICCE-Berlin","10.1109/ICCE-Berlin.2014.7034231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937835504&doi=10.1109%2fICCE-Berlin.2014.7034231&partnerID=40&md5=d6f4f2e5bd64caeac5158cce30dec2df",Conference Paper,Scopus
"Šperková L., Škola P., Bruckner T.","Evaluation of e-Word-of-Mouth through Business Intelligence processes in banking domain",2015,"Journal of Intelligence Studies in Business",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053361426&partnerID=40&md5=e465cef1b524348ac8a24676662b8bac",Article,Scopus
"Tardío R., Peral J.","Obtaining key performance indicators by using data mining techniques",2015,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-25747-1_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952334369&doi=10.1007%2f978-3-319-25747-1_15&partnerID=40&md5=8723d8e7663eb9c14a10494836b3a382",Conference Paper,Scopus
"Jeong I.C., Finkelstein J.","Interactive Resistance Chair to Promote Strengthening Exercise in Older Adults",2015,"Studies in Health Technology and Informatics","10.3233/978-1-61499-512-8-205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937509664&doi=10.3233%2f978-1-61499-512-8-205&partnerID=40&md5=a623e0fc50a54dba94fb55933f788cb0",Conference Paper,Scopus
"Logre I., Mosser S., Riveill M.","Composition challenges for sensor data visualization",2015,"ACM International Conference Proceeding Series","10.1145/2735386.2735927","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940476027&doi=10.1145%2f2735386.2735927&partnerID=40&md5=77351921355cebba9331e9e775be1823",Conference Paper,Scopus
"D'Andrea T.Z., Rotava E., Khatib H.A.B., Serpejante C.G., Russo E.E.R., Teixeira A.F., Da Silva Inacio A.M., Di Iorio Monte Bastos M., De Moura Gomes A., Mukati K.","Santos operational simulation system: Integrated dynamic compositional simulation of multiphase pipeline network and treatment facilities to assist in planning, operation and production management",2015,"Rio Pipeline Conference and Exposition, Technical Papers",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044662590&partnerID=40&md5=75dfed573c7a5291742fed6985e6cc2b",Conference Paper,Scopus
"Weiner J., Balijepally V., Tanniru M.","Integrating strategic and operational decision making using data-driven dashboards: The case of St. Joseph mercy Oakland hospital",2015,"Journal of Healthcare Management","10.1097/00115514-201509000-00005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952879124&doi=10.1097%2f00115514-201509000-00005&partnerID=40&md5=d1cb0d0fd281626e8650046f68b483e9",Article,Scopus
"Waschke M.","How clouds hold IT together: Integrating architecture with cloud deployment",2015,"How Clouds Hold IT Together: Integrating Architecture with Cloud Deployment","10.1007/978-1-4302-6167-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957002264&doi=10.1007%2f978-1-4302-6167-4&partnerID=40&md5=347e78d37c5907af4487ac2142275c95",Book,Scopus
"de Maillard J.","International perspectives in policing: Challenges for 2020",2015,"Police Services: Leadership and Management Perspectives","10.1007/978-3-319-16568-4_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944075446&doi=10.1007%2f978-3-319-16568-4_16&partnerID=40&md5=1e837c1759e1e40df3adea34de74b705",Book Chapter,Scopus
"Nandi A., Huang Z., Cao M., Elsner M., Jiang L., Parthasarathy S., Venkatachalam R.","Interactive tweaking of text analytics dashboards",2015,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924546229&partnerID=40&md5=df9848afbcc85f9a381dfbf80ce71aed",Conference Paper,Scopus
"Brandtner M., Muller S.C., Leitner P., Gall H.C.","SQA-Profiles: Rule-based activity profiles for Continuous Integration environments",2015,"2015 IEEE 22nd International Conference on Software Analysis, Evolution, and Reengineering, SANER 2015 - Proceedings","10.1109/SANER.2015.7081840","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928693765&doi=10.1109%2fSANER.2015.7081840&partnerID=40&md5=a5185986b72a623590a7c941757743d2",Conference Paper,Scopus
"Graber C.J., Jones M.M., Glassman P.A., Weir C., Butler J., Nechodom K., Kay C.L., Furman A.E., Tran T.T., Foltz C., Pollack L.A., Samore M.H., Goetz M.B.","Taking an antibiotic time-out: Utilization and usability of a self-stewardship time-out program for renewal of vancomycin and piperacillin-tazobactam",2015,"Hospital Pharmacy","10.1310/hpj5011-1011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975744212&doi=10.1310%2fhpj5011-1011&partnerID=40&md5=29cb81f2b4b6bd01ccfed4659c88bc1e",Article,Scopus
[No author name available],"Storification, social media & salesforce: Business systems lab engagement for the igeneration",2015,"2015 Americas Conference on Information Systems, AMCIS 2015",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963542756&partnerID=40&md5=eb8bdaa6f8c63d04e8b3a292b5bc1325",Conference Paper,Scopus
"Wu N., Shih S.-G.","A BIM Inspired Supporting Platform for Architectural Design",2015,"Computer-Aided Design and Applications","10.1080/16864360.2014.981463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961299867&doi=10.1080%2f16864360.2014.981463&partnerID=40&md5=19842c1e8e0afb9908393a0a76f14295",Article,Scopus
"Bérard E., Bonnier C., Saulpic O., Zarlowski P.","Implementing managerial innovations: Lessons from two case studies",2015,"British Journal of Health Care Management","10.12968/bjhc.2015.21.3.125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925299453&doi=10.12968%2fbjhc.2015.21.3.125&partnerID=40&md5=6278fb9a29e887944261effe2759438e",Article,Scopus
"Liu M., Wang Q., Ling L.","Research and implementation of workshop operation dashboard based on real-time information driven",2015,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS","10.13196/j.cims.2015.08.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942306532&doi=10.13196%2fj.cims.2015.08.010&partnerID=40&md5=143f54fe1770ed3337385446633f8d47",Article,Scopus
"Ghazisaeidi M., Safdari R., Torabi M., Mirzaee M., Farzi J., Goodini A.","Development of performance dashboards in healthcare sector: Key practical issues",2015,"Acta Informatica Medica","10.5455/aim.2015.23.317-321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944877276&doi=10.5455%2faim.2015.23.317-321&partnerID=40&md5=92a3f0c9e7f0a43729869ce20dda2b76",Article,Scopus
"Oliveira M., Cardoso E., Santana M.","Measuring usability and dashboards efficiency: Framework developed using the principles of design of business intelligence and human machine interaction [Medição de usabilidade e eficiência de dashboards: Framework desenvolvida usando os princípios de desenho de business intelligence e interação homem-Máquina]",2015,"Atas da Conferencia da Associacao Portuguesa de Sistemas de Informacao","10.18803/capsi.v15.338-362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047178716&doi=10.18803%2fcapsi.v15.338-362&partnerID=40&md5=7e3491d46c49022067264f2d83affb01",Conference Paper,Scopus
"Tabas-Madrid D., Alves-Cruzeiro J., Segura V., Guruceaga E., Vialas V., Prieto G., García C., Corrales F.J., Albar J.P., Pascual-Montano A.","Proteogenomics dashboard for the human proteome project",2015,"Journal of Proteome Research","10.1021/acs.jproteome.5b00466","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941107978&doi=10.1021%2facs.jproteome.5b00466&partnerID=40&md5=690c4ff35977079888f0d4b38e8208dd",Article,Scopus
"Šperková L., Škola P.","E-Wom integration to the decision-making process in bank based on business intelligence",2015,"IDIMT 2015: Information Technology and Society - Interaction and Interdependence - 23rd Interdisciplinary Information Management Talks",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947077552&partnerID=40&md5=7ccce8ecd9c6ae88c5085b03dce64039",Conference Paper,Scopus
"Conde M.Á., Hérnandez-García Á., García-Peñalvo F.J., Séin-Echaluce M.L.","Exploring student interactions: Learning analytics tools for student tracking",2015,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-20609-7_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947080265&doi=10.1007%2f978-3-319-20609-7_6&partnerID=40&md5=605f83997d5f8677bc08e4632f33b306",Conference Paper,Scopus
"Šperková L., Škola P.","Design of metrics for e-Word-of-Mouth evaluation from unstructured data for banking sector",2015,"Proceedings of the European Conference on Knowledge Management, ECKM",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006753241&partnerID=40&md5=3f65cb87a7e966e557058e32dbbb6463",Conference Paper,Scopus
"Stephenson P.J., Burgess N.D., Jungmann L., Loh J., O’Connor S., Oldfield T., Reidhead W., Shapiro A.","Overcoming the challenges to conservation monitoring: integrating data from in-situ reporting and global data sets to measure impact and performance",2015,"Biodiversity","10.1080/14888386.2015.1070373","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945465450&doi=10.1080%2f14888386.2015.1070373&partnerID=40&md5=e1480d99d252423d11d725b0c60e976e",Article,Scopus
"Wyne M.F., Reeves J., Montes F.X., Gurbach T.J.","Business intelligence dashboard for academic program management",2015,"ASEE Annual Conference and Exposition, Conference Proceedings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941992687&partnerID=40&md5=beda402250626dd16b6c4133036afce9",Conference Paper,Scopus
"Kitchin R., Lauriault T.P., McArdle G.","Knowing and governing cities through urban indicators, city benchmarking and real-time dashboards",2015,"Regional Studies, Regional Science","10.1080/21681376.2014.983149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971483041&doi=10.1080%2f21681376.2014.983149&partnerID=40&md5=41c2def1a2c44686ab39a6f8427dbcc9",Article,Scopus
"Pritchard J.N., Nicholls C.","Emerging technologies for electronic monitoring of adherence, inhaler competence, and true adherence",2015,"Journal of Aerosol Medicine and Pulmonary Drug Delivery","10.1089/jamp.2014.1163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926378689&doi=10.1089%2fjamp.2014.1163&partnerID=40&md5=99f6f4fdf365c236132faa122575d6aa",Article,Scopus
"Tan S.Y.","Dashboard display of solar weather #19",2015,"Handbook of Cosmic Hazards and Planetary Defense","10.1007/978-3-319-03952-7_32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945396410&doi=10.1007%2f978-3-319-03952-7_32&partnerID=40&md5=e5ca016839c5e7b6ded27aec2170c928",Book Chapter,Scopus
"Chao D.Y.P., Lin T.M.Y., Yeh Y.F.","How mobile intervention education can revolutionize wellness market and patient self-efficacy",2015,"Proceedings of the International Conference on Management, Information and Educational Engineering, MIEE 2014",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957378279&partnerID=40&md5=0b3f685f63e3a9669930aa6f7a6849c5",Conference Paper,Scopus
[No author name available],"Risks over objectiveness in building process",2015,"SpringerBriefs in Applied Sciences and Technology","10.1007/978-3-319-07449-8_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944447645&doi=10.1007%2f978-3-319-07449-8_4&partnerID=40&md5=4f766d59755c211680a1dad921691c40",Book Chapter,Scopus
"Cornelius J., Priyadarsini G.","Conceptualization using HCI techniques for a health care major",2014,"ACM International Conference Proceeding Series","10.1145/2676702.2677202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961247659&doi=10.1145%2f2676702.2677202&partnerID=40&md5=1ce55e49ccc9386b5475669785b48105",Conference Paper,Scopus
"Keertipati S., Savarimuthu B.T.R., Purvis M., Purvis M.","Multi-level analysis of peace and conflict data in GDELT",2014,"ACM International Conference Proceeding Series","10.1145/2689746.2689750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985940826&doi=10.1145%2f2689746.2689750&partnerID=40&md5=527b8bee7daaca91916892d6de43ac01",Conference Paper,Scopus
"Barabino B., Di Francesco M., Mozzoni S.","An offline framework for handling automatic passenger counting raw data",2014,"IEEE Transactions on Intelligent Transportation Systems","10.1109/TITS.2014.2315573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907142766&doi=10.1109%2fTITS.2014.2315573&partnerID=40&md5=68a8fe2ed80de365e4e24a99a75ae260",Article,Scopus
"Han X., Smyth R.L., Young B.E., Brooks T.M., De Lozada A.S., Bubb P., Butchart S.H.M., Larsen F.W., Hamilton H., Hansen M.C., Turner W.R.","A biodiversity indicators dashboard: Addressing challenges to monitoring progress towards the Aichi biodiversity targets using disaggregated global data",2014,"PLoS ONE","10.1371/journal.pone.0112046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915757717&doi=10.1371%2fjournal.pone.0112046&partnerID=40&md5=7ccac9d2539317f5c265916f058c82b2",Article,Scopus
"Baysal O., Holmes R., Godfrey M.W.","No issue left behind: Reducing information overload in issue tracking",2014,"Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering","10.1145/2635868.2635887","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986906008&doi=10.1145%2f2635868.2635887&partnerID=40&md5=639a5aef119f36f0fe946de8f0874015",Conference Paper,Scopus
"Kijewski-Correa T., Smith N., Taflanidis A., Kennedy A., Liu C., Krusche M., Vardeman C.","CyberEye: Development of integrated cyber-infrastructure to support rapid hurricane risk assessment",2014,"Journal of Wind Engineering and Industrial Aerodynamics","10.1016/j.jweia.2014.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907152465&doi=10.1016%2fj.jweia.2014.06.003&partnerID=40&md5=bc1eab0b50d1b950c6d1136dcb62c260",Article,Scopus
"Hochstuhl D.C., Elwell S.","Plotting performance improvement progress through the development of a trauma dashboard",2014,"Journal of trauma nursing : the official journal of the Society of Trauma Nurses","10.1097/JTN.0000000000000067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017308764&doi=10.1097%2fJTN.0000000000000067&partnerID=40&md5=06887242806b011689b5ca685f98e263",Article,Scopus
"Mitre H.A., Bermon-Angarita L.","Process and productivity improvement in agile software development with process libraries: Case study",2014,"Agile Estimation Techniques and Innovative Approaches to Software Process Improvement","10.4018/978-1-4666-5182-1.ch001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945999706&doi=10.4018%2f978-1-4666-5182-1.ch001&partnerID=40&md5=aa9fba21b536bdaaacabedaae0fb93d8",Book Chapter,Scopus
"Crofts J., Moyo J., Ndebele W., Mhlanga S., Draycott T., Sibanda T.","Adaptation and implementation of local maternity dashboards in a Zimbabwean hospital to drive clinical improvement [Adaptation et mise en oeuvre de tableaux de bord de maternité locaux dans un hôpital du Zimbabwe pour stimuler les améliorations cliniques]",2014,"Bulletin of the World Health Organization","10.2471/BLT.13.124347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893406669&doi=10.2471%2fBLT.13.124347&partnerID=40&md5=cb7a0551aec35dccf457821d57ad0621",Article,Scopus
"Zimmermann C., Accorsi R., Muller G.","Privacy dashboards: Reconciling data-driven business models and privacy",2014,"Proceedings - 9th International Conference on Availability, Reliability and Security, ARES 2014","10.1109/ARES.2014.27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920626190&doi=10.1109%2fARES.2014.27&partnerID=40&md5=16b44b7ce7d4066af9a6b12ca813878d",Conference Paper,Scopus
"Gitanjali J., Ranichandra C., Kuriakose M., Kuruba R.","Ontology and hyper graph based dashboards in data warehousing systems",2014,"International Journal of Engineering and Technology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921881673&partnerID=40&md5=15e7805b1812885597aaf2c546519ad1",Article,Scopus
"Gitanjali J., Kuriakose M., Kuruba R.","Ontology and hyper graph based dashboards in Data Warehousing Systems",2014,"Asian Journal of Information Technology","10.3923/ajit.2014.412.415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904677214&doi=10.3923%2fajit.2014.412.415&partnerID=40&md5=4e7f30412e760c5dd53017da1f09f1dc",Article,Scopus
"Belo O., Rodrigues P., Barros R., Correia H.","Restructuring dynamically analytical dashboards based on usage profiles",2014,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-08326-1_45","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903643163&doi=10.1007%2f978-3-319-08326-1_45&partnerID=40&md5=d62d5dd01b873c66e9622e18eea05146",Conference Paper,Scopus
"Famurewa S.M., Stenström C., Asplund M., Galar D., Kumar U.","Composite indicator for railway infrastructure management",2014,"Journal of Modern Transportation","10.1007/s40534-014-0051-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918778061&doi=10.1007%2fs40534-014-0051-1&partnerID=40&md5=c5603929290e1d9f50f9c4ce17f64b3d",Article,Scopus
"Ahmad A.","Which of business intelligence apps appeal the most to the Telcos?",2014,"Proceedings of the 24th International Business Information Management Association Conference - Crafting Global Competitive Economies: 2020 Vision Strategic Planning and Smart Implementation",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926214631&partnerID=40&md5=dc4c6f4a632896917345597e3304c6da",Conference Paper,Scopus
"Maheshwari D., Janssen M.","Dashboards for supporting organizational development: Principles for the design and development of public sector performance dashboards",2014,"ACM International Conference Proceeding Series","10.1145/2691195.2691224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939142770&doi=10.1145%2f2691195.2691224&partnerID=40&md5=7b4dcf3e5f65fc24e3f184d471e62e19",Conference Paper,Scopus
"Thomas K.","Privacy implications of online consumer-activity data: An empirical study",2014,"CEUR Workshop Proceedings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919623118&partnerID=40&md5=d6af212f31b01463328645d9520c2a3a",Conference Paper,Scopus
"Eguia I., Del Ser J.","A meta-heuristically optimized fuzzy approach towards multi-metric security risk assessment in heterogeneous system of systems",2014,"PECCS 2014 - Proceedings of the 4th International Conference on Pervasive and Embedded Computing and Communication Systems",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906892366&partnerID=40&md5=3559d47005f8e6c576b8258e488d0d99",Conference Paper,Scopus
"Gesing S., Atkinson M., Filgueira R., Taylor I., Jones A., Stankovski V., Liew C.S., Spinuso A., Terstyanszky G., Kacsuk P.","Workflows in a dashboard: A new generation of usability",2014,"Proceedings of WORKS 2014: The 9th Workshop on Workflows in Support of Large-Scale Science - held in conjunction with SC 2014: The International Conference for High Performance Computing, Networking, Storage and Analysis","10.1109/WORKS.2014.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988223716&doi=10.1109%2fWORKS.2014.6&partnerID=40&md5=d1e8573893e1ae9b4147b42a75f1fd13",Conference Paper,Scopus
"Johnson A.","As if by magic. the dashboard appeared - Building useful Business Service Capacity reports",2014,"40th International Conference on Performance and Capacity 2014 by CMG",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924976290&partnerID=40&md5=2dc1c540dd540c945ec0a78fa5948d35",Conference Paper,Scopus
"Reichard L., Lobbrecht A., Clark S., Catalano C., Tate B., Cox D.","Supporting water managers making effective decisions by using HydroNET",2014,"Hydrology and Water Resources Symposium 2014, HWRS 2014 - Conference Proceedings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925068587&partnerID=40&md5=c657f76a7265d795ee66e9fd9a4f33ec",Conference Paper,Scopus
"Ma P., Guo R.","Research on the algorithm of automatic detection of bus dashboard pointer based on CM-hough transforms",2014,"Key Engineering Materials","10.4028/www.scientific.net/KEM.621.663","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906280525&doi=10.4028%2fwww.scientific.net%2fKEM.621.663&partnerID=40&md5=4ca5f7ad8540f36e6263b34bf3c16d92",Article,Scopus
"Leclet-Groux D., Hassan Djilal I.","Authoring system to design pedagogical devices: The SAPRISTI system",2014,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-07221-0_87","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958544115&doi=10.1007%2f978-3-319-07221-0_87&partnerID=40&md5=df4b8d803550bae4535a3c2b0ea1d2ef",Conference Paper,Scopus
"Smithbower S., Rajapakshe R., Sam J., Aldoff N., Wight T.","A regional web-based automated quality control platform",2014,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-07887-8_62","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903986078&doi=10.1007%2f978-3-319-07887-8_62&partnerID=40&md5=adfd22f644175824f9231cbb3620042b",Conference Paper,Scopus
"Salhi L., Stecki J., Stecki C.","Analysis Quality Index - What confidence do you have in your risk analysis?",2014,"PHM 2014 - Proceedings of the Annual Conference of the Prognostics and Health Management Society 2014",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920540664&partnerID=40&md5=81906f7bbb0a298d275d3cf6bd5ddf9d",Conference Paper,Scopus
"Flaishans J., Hong T., Snyder M., Pascale C., Purucker S.T.","Fronting integrated scientific web applications: Design features and benefits for regulatory environments",2014,"Proceedings - 7th International Congress on Environmental Modelling and Software: Bold Visions for Environmental Modeling, iEMSs 2014",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911908204&partnerID=40&md5=8f65b24856db6d426ba2bf8d61bd314a",Conference Paper,Scopus
"Mangold C.","Mobile device visualization of cloud generated terrain viewsheds",2014,"ASPRS 2014 Annual Conference: Geospatial Power in Our Pockets, Co-Located with Joint Agency Commercial Imagery Evaluation Workshop, JACIE 2014",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903977553&partnerID=40&md5=78345f35c0ac8c91873c58119c240f6d",Conference Paper,Scopus
"Stiller S., Falk B., Philipsen R., Brauner P., Schmitt R., Ziefle M.","A game-based approach to understand human factors in supply chains and quality management",2014,"Procedia CIRP","10.1016/j.procir.2014.05.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924757225&doi=10.1016%2fj.procir.2014.05.033&partnerID=40&md5=efeb86910dfe8dbf4c069f285e69c105",Conference Paper,Scopus
"Ji M., Michel C., Lavoué E., George S.","DDART, a dynamic dashboard for collection, analysis and visualization of activity and reporting traces",2014,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-11200-8_39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906351890&doi=10.1007%2f978-3-319-11200-8_39&partnerID=40&md5=58addc8c3068b689a5cc6708f3358a30",Conference Paper,Scopus
"Ward C.E., Morella L., Ashburner J.M., Atlas S.J.","An interactive, all-payer, multidomain primary care performance dashboard",2014,"Journal of Ambulatory Care Management","10.1097/JAC.0000000000000044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906886514&doi=10.1097%2fJAC.0000000000000044&partnerID=40&md5=ebf5e781d220b9f7d266e3d1bbb16a71",Article,Scopus
"Dzhunov I., Andreeva J., Fajardo E., Gutsche O., Luyckx S., Saiz P.","Towards a centralized Grid speedometer",2014,"Journal of Physics: Conference Series","10.1088/1742-6596/513/3/032028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903469131&doi=10.1088%2f1742-6596%2f513%2f3%2f032028&partnerID=40&md5=b87b3caa2f05fb7f3f6f60746663dcce",Conference Paper,Scopus
"Jeffs L., Beswick S., Lo J., Lai Y., Chhun A., Campbell H.","Insights from staff nurses and managers on unit-specific nursing performance dashboards: A qualitative study",2014,"BMJ Quality and Safety","10.1136/bmjqs-2013-002595","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910646028&doi=10.1136%2fbmjqs-2013-002595&partnerID=40&md5=b199c3404755fe433fd41dbb6569af6e",Article,Scopus
"Cheng M., Luo H., Zhong R.Y., Lan S., Huang G.Q.","Cloud-based auction tower for perishable supply chain trading",2014,"Procedia CIRP","10.1016/j.procir.2014.10.046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923294368&doi=10.1016%2fj.procir.2014.10.046&partnerID=40&md5=851d321c838f2d6c99fffd38d5bb39d3",Conference Paper,Scopus
"Forman D.E., LaFond K., Panch T., Allsup K., Manning K., Sattelmair J.","Utility and efficacy of a smartphone application to enhance the learning and behavior goals of traditional cardiac rehabilitation: A feasibility study",2014,"Journal of Cardiopulmonary Rehabilitation and Prevention","10.1097/HCR.0000000000000058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908356738&doi=10.1097%2fHCR.0000000000000058&partnerID=40&md5=f460023bf0254d8189f7a46e4f9ce972",Article,Scopus
"Haque W., Urquhart B., Berg E., Dhanoa R.","Using business intelligence to analyze and share health system infrastructure data in a rural health authority",2014,"Journal of Medical Internet Research","10.2196/medinform.3590","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907559104&doi=10.2196%2fmedinform.3590&partnerID=40&md5=2db743b808c50c505bc11e1d555ee319",Article,Scopus
