"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Enhancing the Professional Vision of Teachers: A Physiological Study of Teaching Analytics Dashboards of Students' Repertory Grid Exercises in Business Education","K. Pantazos; R. Vatrapu","NA; NA","2016 49th Hawaii International Conference on System Sciences (HICSS)","","2016","","","41","50","This paper reports on a study of the design, development and evaluation of two teaching analytics dashboards that visualize students' repertory grid exercise data. The technical objective of the dashboards is to support teachers to investigate and compare personal constructs and element ratings by students for given topics of study at the individual student, group or classroom levels of analysis. The pedagogical objective of the dashboards is to facilitate formative assessment feedback to students and feed-forward refinements to ongoing instructional practices. The teaching analytics dashboards were evaluated with six university teachers in a bio-metric usability study with integrated physiological and performance measures. Eye-tracking data from the two dashboards showed the relative importance of dashboard areas in each case in terms of aggregate gaze allocation. Findings informed the iterative design of the dashboards leading to teachers not being adversely affected by the visual clutter of the less important dashboard areas in their pedagogical decision-making. The results also showed that the dashboards were efficient and effective from a task performance perspective and were rated to be pleasant from a subjective satisfaction perspective. Regarding education technology innovation, teachers reported that such dashboards are lacking in their regular practice and would recommend their use in formal business educational settings.","1530-1605","978-0-7695-5670","10.1109/HICSS.2016.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7427189","Teaching analytics;dashboards;repertory grid;bio-metric usability study","Education;Visualization;Data visualization;Usability;Physiology;Decision making;Cognition","decision making;educational technology;feedforward;innovation management;management education;teaching","professional vision;physiological study;student repertory grid exercise;teaching analytics dashboard;repertory grid exercise data;personal construct;element rating;pedagogical objective;formative assessment feedback;feed-forward refinement;instructional practice;university teacher;biometric usability study;integrated physiological measure;performance measure;eye-tracking data;aggregate gaze allocation;iterative design;visual clutter;pedagogical decision-making;task performance perspective;subjective satisfaction perspective;education technology innovation;formal business educational setting","","1","","53","","","","","","IEEE","IEEE Conferences"
"Considering dependability requirements in the context of Decision Support Systems","I. Hilal; N. Afifi; M. Ouzzif; H. Belhaddaoui","RITM Lab. ESTC, CED ENSEM, Hassan II University, Casablanca, Morocco; RITM Lab. ESTC, CED ENSEM, Hassan II University, Casablanca, Morocco; RITM Lab. ESTC, CED ENSEM, Hassan II University, Casablanca, Morocco; RITM Lab. ESTC, CED ENSEM, Hassan II University, Casablanca, Morocco","2015 IEEE/ACS 12th International Conference of Computer Systems and Applications (AICCSA)","","2015","","","1","8","In the healthcare context, decisions are crucial. Therefore Decision Support Systems must ensure a high level of dependability. In order to justify the required dependability level, its requirements must be addressed seriously during the system life cycle. To overcome this issue, our approach is based on Model Driven Architecture to model dependability requirements from the earlier stages of decision support system development. Then, it proposes to map them to functional one in order to obtain integral models. The purpose of this paper is to prove the applicability and the benefits of our approach using a case study of urgent clinical care dashboard which is a project recommended by the National Health Service (NHS) of United Kingdom (UK).","2161-5330","978-1-5090-0478-2978-1-5090-0477-5978-1-5090-0479","10.1109/AICCSA.2015.7507207","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7507207","Decision Support System;healthcare dashboard;Dependability;NHS project;Model Driven Architecture;NFR Framework;QoS-FT profile","Unified modeling language;Reliability;Decision support systems;Testing;Analytical models;Load modeling","decision support systems;health care;medical administrative data processing;software architecture","dependability requirements;decision support systems;urgent clinical care dashboard;health care context;dependability level;system life cycle;model driven architecture;integral models;National Health Service;NHS;United Kingdom;UK","","","","28","","","","","","IEEE","IEEE Conferences"
"From Mobile Phones to Personal Wellness Dashboards","A. Kailas; C. Chong; F. Watanabe","DOCOMO USA Labs, Palo Alto, California.; DOCOMO USA Labs, Palo Alto, California.; DOCOMO Communications Laboratories USA, Inc.","IEEE Pulse","","2010","1","1","57","63","The paradigm of wellness mobiles will enable health-care professionals to have access to comprehensive real-time patient data at the point of care and anywhere there is cellular network coverage. More importantly, users can continuously and frequently track their health on the go and receive real-time user assistance when needed to alter their lifestyles. Recently, there has been a growing interest in developing proactive wellness products and health-related smartphone applications. However, developing quantifiable measures of wellness for continuous tracking and designing compliant-monitoring systems is quite challenging. This article motivates future research in this emerging field by presenting a ringside view of the recent developments and trends favoring this technology and the challenges facing the next generation of telemedicine.","2154-2287;2154-2317","","10.1109/MPUL.2010.937244","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5506918","","Mobile handsets;Medical services;Biosensors;Costs;Communication standards;Telecommunication standards;Temperature sensors;Communication industry;FCC;Frequency","health care;mobile handsets;patient care;telemedicine","mobile phones;personal wellness dashboards;health-care professionals;real-time patient data;cellular network coverage;real-time user assistance;proactive wellness products;health-related smartphone applications;telemedicine","Biometry;Cellular Phone;Computer Communication Networks;Equipment Design;Humans;Monitoring, Physiologic;Monitoring, Physiologic;Personal Health Services;Software;Telemetry","67","","11","","","","","","IEEE","IEEE Journals & Magazines"
"Multidimensional database for crime prevention","H. Jiří; I. Igor; D. Michala; H. Bronislava; B. Petr","Institute of Geoinformatics, VSB-Technical University of Ostrava, Ostrava, Czech Republic; Institute of Geoinformatics, VSB-Technical University of Ostrava, Ostrava, Czech Republic; Institute of Geoinformatics, VSB-Technical University of Ostrava, Ostrava, Czech Republic; Intergraph CS s.r.o., Hexagon Safety & Infrastructure, Prague, Czech Republic; Intergraph CS s.r.o., Hexagon Safety & Infrastructure, Prague, Czech Republic","2016 17th International Carpathian Control Conference (ICCC)","","2016","","","242","247","The concept of multidimensional database and OLAP are usually understood as a part of Business intelligence. The paper presents the design of multidimensional database for crime prevention containing aggregated data from various crime registers and many other different sources for population, unemployment, properties, health, facilities etc. ETL processes enable to harmonize, aggregate, anonymize and integrate data among different topics. Fact tables are interlinked due to several shared dimensions, especially geographical and temporal dimensions. The SW and GIS solution includes a map client and a dashboard panel to implement selected OLAP principles and to provide easy tools for exploring and understanding complex factors and impacts of changes, and finally also for strategic crime prevention.","","978-1-4673-8606-7978-1-4673-8605","10.1109/CarpathianCC.2016.7501102","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7501102","OLAP;GIS;Crime;Multidimensional modelling","Databases;Buildings;Unemployment;Data warehouses;Registers;Sociology","competitive intelligence;data mining;database management systems;geographic information systems;law administration","multidimensional database;crime prevention;OLAP;business intelligence;crime registers;geographical dimensions;temporal dimensions;GIS solution","","","","14","","","","","","IEEE","IEEE Conferences"
"Application performance monitoring and prediction","M. Sahasrabudhe; M. Panwar; S. Chaudhari","Tech Mahindra Ltd. Pune, Maharashtra, India; Tech Mahindra Ltd., Pune, Maharashtra, India; Tech Mahindra Ltd. Pune, Maharashtra, India","2013 IEEE International Conference on Signal Processing, Computing and Control (ISPCC)","","2013","","","1","6","This research paper demonstrates the development of methodologies for application monitoring and continuous performance assurance. The proposed approach is derived from the classical continuous improvement concept e.g. PDCA (Plan-Do-Check-Act) cycle, which has been adapted to most of the real industrial and production environments. The approach consists of four phases : Monitor, Analysis, Recommendations and Action (MARA); these phases are summarized into two segmented information panel viz. Application Health Dashboards and Corrective Action Dashboard. It allows customizing the dashboard as per the level of visibility required in order to improve the monitoring process. This paper also includes a case study of monitoring the application performance in live environment. The case study discussed in the paper shows the application of basic principles for continuous performance improvement while deploying APM solution for monitoring and prediction of performance trends. The proposed approach lifts the possibility to apply this methodology to wide scale of enterprises applications for domains such as Telecom, Banking, Insurance, Ecommerce, Healthcare etc and most importantly to the mission critical enterprise applications, which actually have direct impact on organization's potential to drive business revenue. Finally the results demonstrate the benefits obtained by the implementation of the proposed methodology, as it helps IT organizations cut cost, reduce risk and achieve business goals.","","978-1-4673-6190-3978-1-4673-6188","10.1109/ISPCC.2013.6663466","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6663466","Application Performance management (APM);APM tools and Solutions;APM case study;End User Experience;Performance Assurance;Continuous monitoring;Predictive Analysis;Performance Recommendation","Monitoring;Organizations;Measurement;Availability;Production;Market research","business data processing;organisational aspects;software performance evaluation","application performance monitoring;application performance prediction;classical continuous improvement concept;PDCA cycle;plan-do-check-act;production environments;industrial environments;monitor analysis recommendations and action;MARA;segmented information panel;application health dashboards;corrective action dashboard;APM solution;mission critical enterprise applications;organization potential;business revenue;IT organizations;risk reducetion;business goals","","1","","6","","","","","","IEEE","IEEE Conferences"
"Configurable interactive environment for hybrid knowledge- and data-driven geriatric risk assessment","V. Urošević; P. Paolini; C. Tatsiopoulos","Belit Ltd. Belgrade; Department of Electronics, Information and Bioengineering, Politecnico di Milano, Fondazione, Politecnico di Milano, Milan, Italy; Athens, Greece","2017 25th International Conference on Software, Telecommunications and Computer Networks (SoftCOM)","","2017","","","1","7","This article describes a developed interactive environment (based on ""dashboards"") allowing the geriatricians and caregivers to access, analyze and precisely annotate or label specific granular cases of interest in a variety of heterogeneous data collected to identify behaviour changes through Smart City IoT and Open Data infrastructure. The overall goal is to detect and contextualize as early and precisely as possible risky behaviour changes that may lead to onset of Mild Cognitive Impairment (MCI) and/or frailty in the elderly population segment. The environment is being developed and deployed in the context of City4Age, a project partially funded by the EU, within the Horizon 2020 programme.","1847-358X","978-953-290-078-1978-953-290-074-3978-1-5386-3212","10.23919/SOFTCOM.2017.8115520","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8115520","smart cities;prevention;unobtrusive;behaviour detection;recognition;risk assessment;active healthy ageing;ambient-assisted;Internet of Things;elderly care","Geriatrics;Monitoring;Senior citizens;Labeling;Smart cities;Aging","cognition;cognitive systems;data analysis;diseases;geriatrics;health care;Internet of Things;smart cities","City4Age;configurable interactive environment;hybrid knowledge;dashboards;geriatricians;caregivers;heterogeneous data;Smart City IoT;Open Data infrastructure;elderly population segment;data-driven geriatric risk assessment;EU;horizon 2020 programme;mild cognitive impairment;MCI","","","","11","","","","","","IEEE","IEEE Conferences"
"Learner and course dashboards for intelligent learning management systems","T. Volarić; H. Ljubić","University of Mostar, Faculty of Science and Education, University of Mostar, Mostar, Bosnia and Herzegovina; University of Mostar, Faculty of Science and Education, University of Mostar, Mostar, Bosnia and Herzegovina","2017 25th International Conference on Software, Telecommunications and Computer Networks (SoftCOM)","","2017","","","1","6","Visualization of data in learning management systems became essential for easier analysis of learner's behavior and interpretation of results on such system. In this paper, we presented design and development process of dashboard for the prototype of program support-CM Tutor. After analysis of various approaches of designing a learning analytics dashboard, we selected most important items for display on the dashboard, and we created our own. We have designed and built a dashboard for intelligent learning management systems. The dashboard is intended for both students and teachers. The teacher has access to all the functionalities of dashboard, while student approach is limited.","1847-358X","978-953-290-078-1978-953-290-074-3978-1-5386-3212","10.23919/SOFTCOM.2017.8115555","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8115555","Dashboard;Learning analytics;Learning Analytics Dashboards;Visualization;Intelligent learning management systems","Data visualization;Testing;Adaptation models;Tools;Mathematical model;Learning management systems","computer aided instruction;data visualisation;educational courses","course dashboards;intelligent learning management systems;learning analytics dashboard;data visualization;learner behavior;program support-CM Tutor","","","","27","","","","","","IEEE","IEEE Conferences"
"MyStream: An in Browser Personalization Service to Follow Events from Twitter","A. Boutet; F. Laforest; S. Frenot; D. Reimert","NA; NA; NA; NA","2015 Third IEEE Workshop on Hot Topics in Web Systems and Technologies (HotWeb)","","2015","","","31","36","Social media have become an essential tool to collect timely information on news and events. Analyzing social streams in real-time for personalization and recommendation purpose have become important topics in the data management community. In this paper, we propose MYSTREAM, a personalization service to follow events from Twitter. To improve the scalability of the service, MYSTREAM adopts an in-browser and hybrid architecture. MYSTREAM leverages the device of users to perform the computational operations on the users' browser, while the server only provides all the necessary material to perform these tasks. In addition, MYSTREAM adopts a stream-based processing approach to identify the relevant contents in a real-time manner. Moreover, the recommendation engine of MYSTREAM is highly modular. Users can build a personalized dashboard by assembling the recommendation modules they prefer to follow the considered event. We implemented and evaluated MYSTREAM using real trace from Twitter. We show that MYSTREAM is effective to follow an event from Twitter, particularly the live recommendation module quickly identifies the most valuable contents over time. In a system perspective, we show that the cost running MYSTREAM on the client device remains minimal.","","978-1-4673-9688","10.1109/HotWeb.2015.12","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7372279","","Twitter;Tagging;Servers;Real-time systems;Browsers;Media;Engines","mobile computing;online front-ends;social networking (online)","client device;hybrid architecture;social media;Twitter;browser personalization service;MyStream","","","","22","","","","","","IEEE","IEEE Conferences"
"A Generic Visualization Framework based on a Data Driven Approach for the Analytics data","K. Kumar; J. Bose; S. K. Soni","Web Solutions, Samsung R&D Institute India-Bangalore, Bangalore, India; Web Solutions, Samsung R&D Institute India-Bangalore, Bangalore, India; Web Solutions, Samsung R&D Institute India-Bangalore, Bangalore, India","2017 14th IEEE India Council International Conference (INDICON)","","2017","","","1","6","There are a number of analytics dashboard related solutions available today, but currently there is no open standard available to integrate different dashboards. In this paper, we provide a dashboard framework to combine data from different analytics sources such as Google Analytics, Flurry, JSON and Excel files, to form a customizable user interface. Our framework uses two configuration files, one for generic meta information and the other for individual services, to configure the dashboard. In our interface, it is possible to program basic calculations based on data from different sources. It is also possible to incorporate interfaces like drag and drop to configure options. Our framework is based on the plugin architecture, which allows easy addition of new data sources. The framework and visualization tool are data driven, meaning that if the source data changes in the future, there is no need to amend the dashboard as well. Our solution can work with local data as well as remote data from AWS servers with added authentication. We present the components of our dashboard solution along with implementation details of a prototype dashboard for a web service.","2325-9418;2325-940X","978-1-5386-4318-1978-1-5386-4317-4978-1-5386-4319","10.1109/INDICON.2017.8487236","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8487236","Data analytics;Mobile applications analytics;Services analytics;Data driven;Data visualization;Analytics dashboard","Data visualization;Google;Servers;Authentication;Computer architecture;Skeleton","data analysis;data visualisation;Internet;user interfaces;Web services","analytics sources;dashboards;analytics data;prototype dashboard;dashboard solution;remote data;source data changes;visualization tool;data sources;generic meta information;configuration files;customizable user interface;Excel files;Google Analytics;dashboard framework;open standard;generic visualization framework","","","","16","","","","","","IEEE","IEEE Conferences"
"Predicting the Correlation between Analog Behavioral Models and SPICE Circuits for robust SoC Verification","V. Sharma; G. Lakshmanan; S. Tare; S. Dhamankar","Texas Instruments Incorporated, vipin@ti.com; Texas Instruments Incorporated, glakshma@ti.com; Texas Instruments Incorporated, tare@ti.com; Texas Instruments Incorporated, sudhind@ti.com","2008 IEEE International Behavioral Modeling and Simulation Workshop","","2008","","","130","135","Behavioral modeling of analog circuits is widely advocated and accepted means to speedup mixed-signal SoC level simulations. The validity of these simulation results is contingent on the quality of behavioral models used. This paper presents a verification methodology to establish equivalence of analog behavioral model and the SPICE circuit being modeled. The proposed methodology employs SPICE-on-top co-simulation environment to simulate the behavioral model in the same SPICE testbench that is used for circuit characterization using SPICE simulations. Circuit characteristics/metrics of interest are defined and checkers are developed to measure them. Results from SPICE and co-simulation runs are compared using automated checkers in a regression environment. A dashboard is generated showing PASS/FAIL status for every metric giving an accurate measure of correlation between the SPICE circuit and the behavioral model. These models are leveraged to run thousands of simulations to predict system performance which is not possible using SPICE circuits. This methodology is currently being used at Texas Instruments, Inc. to accurately predict system performance of complex mixed signal products.","2160-3804;2160-3812","978-1-4244-2896","10.1109/BMAS.2008.4751254","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4751254","","Predictive models;SPICE;Robustness;Circuit simulation;Circuit testing;System performance;Instruments;Analog circuits;Computational modeling;Uncertainty","analogue circuits;mixed analogue-digital integrated circuits;SPICE;system-on-chip","behavioral modeling;analog circuits;SPICE circuit;regression;dashboard;mixed-signal SoC level simulations","","3","","10","","","","","","IEEE","IEEE Conferences"
"A web-based Information Security Management Toolbox for small-to-medium enterprises in Southern Africa","J. Coertze; J. van Niekerk; R. von Solms","School of Information Technology, Nelson Mandela Metropolitan University, Port Elizabeth, South Africa; School of Information Technology, Nelson Mandela Metropolitan University, Port Elizabeth, South Africa; School of Information Technology, Nelson Mandela Metropolitan University, Port Elizabeth, South Africa","2011 Information Security for South Africa","","2011","","","1","8","Many small-to-medium sized enterprises are finding it extremely difficult to implement proper information security governance due to cost implications. Due to this lack of resources, small enterprises are experiencing challenges in drafting information security policies as well as monitoring their implementation and compliance levels. This problem can be alleviated by means of a cost effective ”dashboard system” and automated policy generation tool. This paper will critically evaluate an existing policy generation tool, known as the Information Security Management Toolbox, and will propose improvements to this existing system based on changes in both information security standards and business needs, since the development of the original system.","2330-9881","978-1-4577-1483-2978-1-4577-1481-8978-1-4577-1482","10.1109/ISSA.2011.6027515","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6027515","computer security;automation;computer software;information security;corporate governance;enterprise security;IT governance;managing information security;methodologies for securing small/medium size enterprises;security policy and procedures","Information security;Organizations;Standards organizations;Guidelines;Information technology","security of data;small-to-medium enterprises","Web-based information security management toolbox;small-to-medium enterprises;Southern Africa;information security policies;dashboard system;automated policy generation tool;information security standards;business needs","","1","","20","","","","","","IEEE","IEEE Conferences"
"Customised Data Dashboard for Contact Centres by Focussing on Customer Identification","M. Saberi; E. Chang; M. Saffari; O. Khadeer Hussain","NA; NA; NA; NA","2018 IEEE 15th International Conference on e-Business Engineering (ICEBE)","","2018","","","153","157","The main touch point of any organisation is its Contact Centre (CC) where about seventy percent of all customer interactions are handled. The first task of these centres is customer recognition. Wrong identification leads to customer dissatisfaction, which consequently affects Customer Service Representatives' (CSRs) emotions. CSR fatigue is a known problem in CCs and one of their main issues is the high rate of CSR attrition. Therefore, CSRs need good support such as having the required valuable information within CCs along with advanced data analytic tools and techniques that make their job of customer identification more efficient. In this paper, we propose a customised Customer Identification (ID) dashboard that provides a summary of customers' profiles to the CSRs. We propose a heuristic algorithm which measures the difficulty of customer identification based on his/her name. This information allows the CSR to know beforehand how much effort is required to ensure that the customer is identified as quickly as possible.","","978-1-5386-7992-0978-1-5386-7993","10.1109/ICEBE.2018.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8592643","Contact centres, Customer service representative;Customer common name","Heuristic algorithms;Random variables;Tools;Human computer interaction;Measurement;Communication channels;Telephone sets","","","","","","16","","","","","","IEEE","IEEE Conferences"
"Data Mining Meets the Needs of Disaster Information Management","L. Zheng; C. Shen; L. Tang; C. Zeng; T. Li; S. Luis; S. Chen","School of Computing and Information Sciences, Florida International University, Miami, FL, USA; School of Computing and Information Sciences, Florida International University, Miami, FL, USA; School of Computing and Information Sciences, Florida International University, Miami, FL, USA; School of Computing and Information Sciences, Florida International University, Miami, FL, USA; School of Computing and Information Sciences, Florida International University, Miami, FL, USA; School of Computing and Information Sciences, Florida International University, Miami, FL, USA; School of Computing and Information Sciences, Florida International University, Miami, FL, USA","IEEE Transactions on Human-Machine Systems","","2013","43","5","451","464","Techniques to efficiently discover, collect, organize, search, and disseminate real-time disaster information have become national priorities for efficient crisis management and disaster recovery tasks. We have developed techniques to facilitate information sharing and collaboration between both private and public sector participants for major disaster recovery planning and management. We have designed and implemented two parallel systems: a web-based prototype of a Business Continuity Information Network system and an All-Hazard Disaster Situation Browser system that run on mobile devices. Data mining and information retrieval techniques help impacted communities better understand the current disaster situation and how the community is recovering. Specifically, information extraction integrates the input data from different sources; report summarization techniques generate brief reviews from a large collection of reports at different granularities; probabilistic models support dynamically generating query forms and information dashboard based on user feedback; and community generation and user recommendation techniques are adapted to help users identify potential contacts for report sharing and community organization. User studies with more than 200 participants from EOC personnel and companies demonstrate that our systems are very useful to gain insights about the disaster situation and for making decisions.","2168-2291;2168-2305","","10.1109/THMS.2013.2281762","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6620935","Data mining;disaster information management;dynamic query form;hierarchical summarization;user recommendation","Information management;Data mining;Real time systems;Information retrieval;Disaster management;Contingency management","business continuity;data mining;emergency management;information retrieval;Internet;probability;recommender systems","data mining;disaster information management;real-time disaster information;crisis management;disaster recovery tasks;public sector participants;private sector participants;disaster recovery planning;Web-based prototype;business continuity information network system;all-hazard disaster situation browser system;mobile devices;information retrieval techniques;information extraction;report summarization techniques;probabilistic models;query forms;information dashboard;user feedback;community generation;user recommendation techniques;EOC personnel","","24","","43","","","","","","IEEE","IEEE Journals & Magazines"
"An IEEE 1588 Performance Testing Dashboard for Power Industry requirements","J. Amelot; Y. Li-Baboud; C. Vasseur; J. Fletcher; D. Anand; J. Moyne","Software and Systems Division, Information Technology Laboratory, National Institute of Standards and Technology, Gaithersburg, MD USA; Software and Systems Division, Information Technology Laboratory, National Institute of Standards and Technology, Gaithersburg, MD USA; Software and Systems Division, Information Technology Laboratory, National Institute of Standards and Technology, Gaithersburg, MD USA; Engineering Research Center for Reconfigurable Manufacturing Systems, University of Michigan, Ann Arbor, USA; Engineering Research Center for Reconfigurable Manufacturing Systems, University of Michigan, Ann Arbor, USA; Engineering Research Center for Reconfigurable Manufacturing Systems, University of Michigan, Ann Arbor, USA","2011 IEEE International Symposium on Precision Clock Synchronization for Measurement, Control and Communication","","2011","","","132","137","The numerous time synchronization performance requirements in the Smart Grid necessitates a set of common metrics and test methods. The test methods help to verify the ability of the network system and its components to meet the power industry's accuracy, reliability and interoperability criteria for next-generation substations. In order to develop viable metrics and test methods, an IEEE 1588 Testbed for the power industry has been established. To ease the challenges of testing, monitoring and analysis of the results, a software-based testing dashboard was designed and implemented. The dashboard streamlines the performance testing process by converging multiple tests for accuracy, reliability and interoperability into a centralized interface. The dashboard enables real-time visualization and analysis of the results. The paper details the design and implementation of the IEEE 1588 Power Industry Performance Testing Dashboard as well as an update of the preliminary findings from the testbed.","1949-0313;1949-0305;1949-0305","978-1-61284-893-8978-1-61284-893-8978-1-61284-892","10.1109/ISPCS.2011.6070157","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6070157","IEEE 1588;time synchronization;test methods;conformance testing;PMU","Switches;Synchronization;Robustness;Time frequency analysis;Power industry;Frequency synchronization","open systems;power engineering computing;power generation reliability;smart power grids;substations;synchronisation","power industry performance testing dashboard;IEEE 1588;time synchronization;smart grid;reliability;interoperability;next-generation substations;software-based testing dashboard;dashboard streamlines","","7","","15","","","","","","IEEE","IEEE Conferences"
"Monitoring the citizens' perception on urban security in Smart City environments","L. Cagliero; T. Cerquitelli; S. Chiusano; P. Garino; M. Nardone; B. Pralio; L. Venturini","Dipartimento di Automatica e Informatica Politecnico di Torino, Italy; Dipartimento di Automatica e Informatica Politecnico di Torino, Italy; Dipartimento di Automatica e Informatica Politecnico di Torino, Italy; Telecom Italia S.p.A., Torino, Italy; Dipartimento di Automatica e Informatica Politecnico di Torino, Italy; Fondazione Torino Wireless, Italy; Dipartimento di Automatica e Informatica Politecnico di Torino, Italy","2015 31st IEEE International Conference on Data Engineering Workshops","","2015","","","112","116","Sensing the perception of citizens on urban security is a key point in Smart City management. To address non-emergency issues municipalities commonly acquire citizens' reports and then analyze them offline to perform targeted actions. However, since non-emergency data potentially scale towards Big Data there is a need for open standards and technologies to enable data mining and Business Intelligence analyses. The paper presents an integrated data mining and Business Intelligence architecture, relying on open technologies, for the analysis of non-emergency open data acquired in a Smart City context. Non-emergency data are first enriched with additional information related to the context of the warning reports and then analyzed offline to generate (i) informative dashboards based on a selection of Key Performance Indicators (KPIs), and (iii) association rules representing implications between warning categories and contextual information (e.g., city areas, districts, time slots). KPIs and rules are exploited to selectively notify to municipality actors (assessors, area operators) potentially critical situations, according to their role and authority. The experiments demonstrate the effectiveness of the proposed approach in a real Smart City context.","","978-1-4799-8442","10.1109/ICDEW.2015.7129559","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7129559","","Cities and towns;Association rules;Context;Security;Business;Itemsets","data analysis;data mining;security of data;smart cities;town and country planning","citizen perception monitoring;urban security;Smart City environment;Smart City management;municipalities;citizen reports;Big Data;data mining;business intelligence analysis;nonemergency open data analysis;informative dashboards;key performance indicators;KPI selection;association rules","","3","","21","","","","","","IEEE","IEEE Conferences"
"Accelerating Analytics for Clinical Pathways to Drive Cost Reduction and Quality Improvement","J. McGlothlin","NA","2018 IEEE International Conference on Information Reuse and Integration (IRI)","","2018","","","426","435","Healthcare systems in the United States are under extreme pressure to simultaneously lower costs and improve patient outcomes. There is no global approach to achieve this. Instead, the most successful methodology is to establish quality standards of care and protocols specific to each acute disease. The challenge with this approach is that there is significant level of effort and time required to design and develop each protocol, adjust workflows, gather and aggregate the data and create analytics dashboards to monitor performance and drive improvement. We have found that it takes twelve weeks or more to extract the data and develop the analytics dashboards for a clinical pathway for one disease. This is an extremely worthwhile exercise which we have performed for high-volume and high-risk disease cohorts, but it is simply untenable to do this for all acute diseases. In this project, we provide a solution to accelerate the creation of clinical pathways, acute disease metrics and analytics dashboards. We use data analysis and upfront data processing, producing a solution that is data-driven rather than tool-driven. This solution allows us to create acute care quality programs and analytics dashboards more rapidly with less work effort. Additionally, we can use the same data analysis to help define better programs, rather than simply measure pre-defined protocol metrics.","","978-1-5386-2659-7978-1-5386-2660","10.1109/IRI.2018.00069","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424740","healthcare informatics;business intelligence;data warehousing;visualizations;industry experience;patient quality;supervised learning","Diseases;Hospitals;Measurement;Protocols;Medical diagnostic imaging","cost reduction;data aggregation;data analysis;diseases;health care;medical administrative data processing;patient diagnosis","acute care quality programs;analytics dashboards;data analysis;clinical pathway;healthcare systems;United States;patient outcomes;acute disease metrics;data processing;cost reduction;quality improvement;high risk disease cohorts;high volume disease cohorts;pre defined protocol metrics","","","","48","","","","","","IEEE","IEEE Conferences"
"Architecture to Enable Dual Reality for Smart Environments","G. Kahl; C. Bürckert","NA; NA","2012 Eighth International Conference on Intelligent Environments","","2012","","","42","49","In this paper, we describe an architecture that brings the Dual Reality paradigm into intelligent environments also referred to as smart spaces. This architecture aims at enhancing the development of already existing and of new (or future) assistance systems for these smart spaces including the possibility for pre-testing without installing them in the real environment. All information, either really sensed or simulated, can be transmitted in real time from the intelligent environment to a corresponding virtual representation reflecting the real world and vice versa based on an event-based communication infrastructure. Users can interact with the virtual model using a dashboard-like visualization, which also offers the possibility to run simulators and other services that are probably not yet installed in the smart space. The advantages of both worlds can be used to enrich assistance systems and to improve the adaptation of these systems taking the current context into account. We describe a smart space running this new infrastructure. In this instrumented shopping environment, all sensors and actuators can communicate with each other using the event-based infrastructure. Besides that, all data is also transmitted to a Management Dashboard and visualized adequately. In this dashboard-like visualization, a store manager can access all data sensed in the environment and control some installed actuators. We describe briefly how this infrastructure can be used for testing a price tag framework, which offers the ability to generate images that can be transferred to and displayed at electronic shelf labels. Before installing this service in the real environment, the testing is performed in the virtual model using data from the real world. After a successful test phase, the service can be established in the smart shopping environment with very little effort.","","978-1-4673-2093-1978-0-7695-4741","10.1109/IE.2012.9","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6258501","Event-based Communication Infrastructure;Management Dashboard;Dual Reality;3D Visualization","Databases;Synchronization;Intelligent sensors;Servers;Visualization;Java","data visualisation;image processing;retail data processing;virtual reality","dual reality architecture;smart environments;intelligent environments;smart spaces;assistance systems;pretesting;real environment;virtual representation;event-based communication infrastructure;virtual model;dashboard-like visualization;systems adaptation;instrumented shopping environment;sensors;actuators;management dashboard;store manager;data access;price tag framework;image generation;electronic shelf labels","","1","","15","","","","","","IEEE","IEEE Conferences"
